file_path,label
MI CSV\cellula_MI_data_1208.csv,Right
MI CSV\cellula_MI_data_1209.csv,Right
MI CSV\cellula_MI_data_1210.csv,Left
MI CSV\cellula_MI_data_1211.csv,Right
MI CSV\cellula_MI_data_1212.csv,Left
MI CSV\cellula_MI_data_1213.csv,Right
MI CSV\cellula_MI_data_1214.csv,Right
MI CSV\cellula_MI_data_1215.csv,Left
MI CSV\cellula_MI_data_1216.csv,Right
MI CSV\cellula_MI_data_1217.csv,Right
MI CSV\cellula_MI_data_1218.csv,Right
MI CSV\cellula_MI_data_1219.csv,Left
MI CSV\cellula_MI_data_1220.csv,Right
MI CSV\cellula_MI_data_1221.csv,Left
MI CSV\cellula_MI_data_1222.csv,Right
MI CSV\cellula_MI_data_1223.csv,Right
MI CSV\cellula_MI_data_1224.csv,Right
MI CSV\cellula_MI_data_1225.csv,Right
MI CSV\cellula_MI_data_1226.csv,Left
MI CSV\cellula_MI_data_1227.csv,Right
MI CSV\cellula_MI_data_1228.csv,Right
MI CSV\cellula_MI_data_1229.csv,Right
MI CSV\cellula_MI_data_1230.csv,Right
MI CSV\cellula_MI_data_1231.csv,Right
MI CSV\cellula_MI_data_1232.csv,Right
MI CSV\cellula_MI_data_1233.csv,Right
MI CSV\cellula_MI_data_1234.csv,Left
MI CSV\cellula_MI_data_1235.csv,Right
MI CSV\cellula_MI_data_1236.csv,Left
MI CSV\cellula_MI_data_1237.csv,Right
MI CSV\cellula_MI_data_1238.csv,Left
MI CSV\cellula_MI_data_1239.csv,Left
MI CSV\cellula_MI_data_1240.csv,Right
MI CSV\cellula_MI_data_1241.csv,Left
MI CSV\cellula_MI_data_1242.csv,Left
MI CSV\cellula_MI_data_1243.csv,Right
MI CSV\cellula_MI_data_1244.csv,Left
MI CSV\cellula_MI_data_1245.csv,Right
MI CSV\cellula_MI_data_1246.csv,Left
MI CSV\cellula_MI_data_1247.csv,Right
MI CSV\cellula_MI_data_1248.csv,Left
MI CSV\cellula_MI_data_1249.csv,Right
MI CSV\cellula_MI_data_1250.csv,Right
MI CSV\cellula_MI_data_1251.csv,Right
MI CSV\cellula_MI_data_1252.csv,Right
MI CSV\cellula_MI_data_1253.csv,Left
MI CSV\cellula_MI_data_1254.csv,Right
MI CSV\cellula_MI_data_1255.csv,Left
MI CSV\cellula_MI_data_1256.csv,Right
MI CSV\cellula_MI_data_1257.csv,Right
MI CSV\cellula_MI_data_1258.csv,Right
MI CSV\cellula_MI_data_1259.csv,Right
MI CSV\cellula_MI_data_1260.csv,Right
MI CSV\cellula_MI_data_1261.csv,Right
MI CSV\cellula_MI_data_1262.csv,Right
MI CSV\cellula_MI_data_1263.csv,Right
MI CSV\cellula_MI_data_1264.csv,Right
MI CSV\cellula_MI_data_1265.csv,Left
MI CSV\cellula_MI_data_1266.csv,Right
MI CSV\cellula_MI_data_1267.csv,Right
MI CSV\cellula_MI_data_1268.csv,Right
MI CSV\cellula_MI_data_1269.csv,Right
MI CSV\cellula_MI_data_1270.csv,Right
MI CSV\cellula_MI_data_1271.csv,Left
MI CSV\cellula_MI_data_1272.csv,Left
MI CSV\cellula_MI_data_1273.csv,Right
MI CSV\cellula_MI_data_1274.csv,Left
MI CSV\cellula_MI_data_1275.csv,Left
MI CSV\cellula_MI_data_1276.csv,Left
MI CSV\cellula_MI_data_1277.csv,Right
MI CSV\cellula_MI_data_1278.csv,Right
MI CSV\cellula_MI_data_1279.csv,Right
MI CSV\cellula_MI_data_1280.csv,Left
MI CSV\cellula_MI_data_1281.csv,Left
MI CSV\cellula_MI_data_1282.csv,Left
MI CSV\cellula_MI_data_1283.csv,Left
MI CSV\cellula_MI_data_1284.csv,Right
MI CSV\cellula_MI_data_1285.csv,Left
MI CSV\cellula_MI_data_1286.csv,Right
MI CSV\cellula_MI_data_1287.csv,Right
MI CSV\cellula_MI_data_1288.csv,Left
MI CSV\cellula_MI_data_1289.csv,Left
MI CSV\cellula_MI_data_1290.csv,Left
MI CSV\cellula_MI_data_1291.csv,Left
MI CSV\cellula_MI_data_1292.csv,Right
MI CSV\cellula_MI_data_1293.csv,Left
MI CSV\cellula_MI_data_1294.csv,Left
MI CSV\cellula_MI_data_1295.csv,Right
MI CSV\cellula_MI_data_1296.csv,Left
MI CSV\cellula_MI_data_1297.csv,Left
MI CSV\cellula_MI_data_1298.csv,Left
MI CSV\cellula_MI_data_1299.csv,Right
MI CSV\cellula_MI_data_1300.csv,Left
MI CSV\cellula_MI_data_1301.csv,Right
MI CSV\cellula_MI_data_1302.csv,Left
MI CSV\cellula_MI_data_1303.csv,Right
MI CSV\cellula_MI_data_1304.csv,Left
MI CSV\cellula_MI_data_1305.csv,Left
MI CSV\cellula_MI_data_1306.csv,Left
MI CSV\cellula_MI_data_1307.csv,Left
MI CSV\cellula_MI_data_1308.csv,Right
MI CSV\cellula_MI_data_1309.csv,Left
MI CSV\cellula_MI_data_1310.csv,Right
MI CSV\cellula_MI_data_1311.csv,Right
MI CSV\cellula_MI_data_1312.csv,Left
MI CSV\cellula_MI_data_1313.csv,Left
MI CSV\cellula_MI_data_1314.csv,Left
MI CSV\cellula_MI_data_1315.csv,Left
MI CSV\cellula_MI_data_1316.csv,Left
MI CSV\cellula_MI_data_1317.csv,Right
MI CSV\cellula_MI_data_1318.csv,Left
MI CSV\cellula_MI_data_1319.csv,Right
MI CSV\cellula_MI_data_1320.csv,Left
MI CSV\cellula_MI_data_1321.csv,Left
MI CSV\cellula_MI_data_1322.csv,Right
MI CSV\cellula_MI_data_1323.csv,Left
MI CSV\cellula_MI_data_1324.csv,Right
MI CSV\cellula_MI_data_1325.csv,Right
MI CSV\cellula_MI_data_1326.csv,Left
MI CSV\cellula_MI_data_1327.csv,Right
MI CSV\cellula_MI_data_1328.csv,Right
MI CSV\cellula_MI_data_1329.csv,Left
MI CSV\cellula_MI_data_1330.csv,Right
MI CSV\cellula_MI_data_1331.csv,Right
MI CSV\cellula_MI_data_1332.csv,Left
MI CSV\cellula_MI_data_1333.csv,Left
MI CSV\cellula_MI_data_1334.csv,Left
MI CSV\cellula_MI_data_1335.csv,Right
MI CSV\cellula_MI_data_1336.csv,Right
MI CSV\cellula_MI_data_1337.csv,Left
MI CSV\cellula_MI_data_1338.csv,Left
MI CSV\cellula_MI_data_1339.csv,Right
MI CSV\cellula_MI_data_1340.csv,Right
MI CSV\cellula_MI_data_1341.csv,Left
MI CSV\cellula_MI_data_1342.csv,Right
MI CSV\cellula_MI_data_1343.csv,Right
MI CSV\cellula_MI_data_1344.csv,Left
MI CSV\cellula_MI_data_1345.csv,Right
MI CSV\cellula_MI_data_1346.csv,Left
MI CSV\cellula_MI_data_1347.csv,Right
MI CSV\cellula_MI_data_1348.csv,Right
MI CSV\cellula_MI_data_1349.csv,Left
MI CSV\cellula_MI_data_1350.csv,Left
MI CSV\cellula_MI_data_1351.csv,Left
MI CSV\cellula_MI_data_1352.csv,Left
MI CSV\cellula_MI_data_1353.csv,Left
MI CSV\cellula_MI_data_1354.csv,Left
MI CSV\cellula_MI_data_1355.csv,Right
MI CSV\cellula_MI_data_1356.csv,Right
MI CSV\cellula_MI_data_1357.csv,Right
MI CSV\cellula_MI_data_1358.csv,Right
MI CSV\cellula_MI_data_1359.csv,Right
MI CSV\cellula_MI_data_1360.csv,Right
MI CSV\cellula_MI_data_1361.csv,Right
MI CSV\cellula_MI_data_1362.csv,Left
MI CSV\cellula_MI_data_1363.csv,Right
MI CSV\cellula_MI_data_1364.csv,Left
MI CSV\cellula_MI_data_1365.csv,Right
MI CSV\cellula_MI_data_1366.csv,Left
MI CSV\cellula_MI_data_1367.csv,Right
MI CSV\cellula_MI_data_1368.csv,Right
MI CSV\cellula_MI_data_1369.csv,Right
MI CSV\cellula_MI_data_1370.csv,Right
MI CSV\cellula_MI_data_1371.csv,Right
MI CSV\cellula_MI_data_1372.csv,Left
MI CSV\cellula_MI_data_1373.csv,Right
MI CSV\cellula_MI_data_1374.csv,Right
MI CSV\cellula_MI_data_1375.csv,Right
MI CSV\cellula_MI_data_1376.csv,Left
MI CSV\cellula_MI_data_1377.csv,Right
MI CSV\cellula_MI_data_1378.csv,Left
MI CSV\cellula_MI_data_1379.csv,Right
MI CSV\cellula_MI_data_1380.csv,Right
MI CSV\cellula_MI_data_1381.csv,Right
MI CSV\cellula_MI_data_1382.csv,Right
MI CSV\cellula_MI_data_1383.csv,Right
MI CSV\cellula_MI_data_1384.csv,Left
MI CSV\cellula_MI_data_1385.csv,Right
MI CSV\cellula_MI_data_1386.csv,Right
MI CSV\cellula_MI_data_1387.csv,Left
MI CSV\cellula_MI_data_1388.csv,Right
MI CSV\cellula_MI_data_1389.csv,Left
MI CSV\cellula_MI_data_1390.csv,Right
MI CSV\cellula_MI_data_1391.csv,Left
MI CSV\cellula_MI_data_1392.csv,Left
MI CSV\cellula_MI_data_1393.csv,Right
MI CSV\cellula_MI_data_1394.csv,Right
MI CSV\cellula_MI_data_1395.csv,Right
MI CSV\cellula_MI_data_1396.csv,Left
MI CSV\cellula_MI_data_1397.csv,Right
MI CSV\cellula_MI_data_1398.csv,Right
MI CSV\cellula_MI_data_1399.csv,Right
MI CSV\cellula_MI_data_1400.csv,Left
MI CSV\cellula_MI_data_1401.csv,Left
MI CSV\cellula_MI_data_1402.csv,Right
MI CSV\cellula_MI_data_1403.csv,Left
MI CSV\cellula_MI_data_1404.csv,Right
MI CSV\cellula_MI_data_1405.csv,Left
MI CSV\cellula_MI_data_1406.csv,Left
MI CSV\cellula_MI_data_1407.csv,Right
MI CSV\cellula_MI_data_1408.csv,Left
MI CSV\cellula_MI_data_1409.csv,Left
MI CSV\cellula_MI_data_1410.csv,Right
MI CSV\cellula_MI_data_1411.csv,Right
MI CSV\cellula_MI_data_1412.csv,Left
MI CSV\cellula_MI_data_1413.csv,Left
MI CSV\cellula_MI_data_1414.csv,Left
MI CSV\cellula_MI_data_1415.csv,Left
MI CSV\cellula_MI_data_1416.csv,Right
MI CSV\cellula_MI_data_1417.csv,Right
MI CSV\cellula_MI_data_1418.csv,Right
MI CSV\cellula_MI_data_1419.csv,Left
MI CSV\cellula_MI_data_1420.csv,Left
MI CSV\cellula_MI_data_1421.csv,Right
MI CSV\cellula_MI_data_1422.csv,Right
MI CSV\cellula_MI_data_1423.csv,Right
MI CSV\cellula_MI_data_1424.csv,Left
MI CSV\cellula_MI_data_1425.csv,Right
MI CSV\cellula_MI_data_1426.csv,Left
MI CSV\cellula_MI_data_1427.csv,Right
MI CSV\cellula_MI_data_1428.csv,Left
MI CSV\cellula_MI_data_1429.csv,Right
MI CSV\cellula_MI_data_1430.csv,Left
MI CSV\cellula_MI_data_1431.csv,Left
MI CSV\cellula_MI_data_1432.csv,Left
MI CSV\cellula_MI_data_1433.csv,Left
MI CSV\cellula_MI_data_1434.csv,Left
MI CSV\cellula_MI_data_1435.csv,Right
MI CSV\cellula_MI_data_1436.csv,Left
MI CSV\cellula_MI_data_1437.csv,Right
MI CSV\cellula_MI_data_1438.csv,Left
MI CSV\cellula_MI_data_1439.csv,Left
MI CSV\cellula_MI_data_1440.csv,Left
MI CSV\cellula_MI_data_1441.csv,Right
MI CSV\cellula_MI_data_1442.csv,Right
MI CSV\cellula_MI_data_1443.csv,Right
MI CSV\cellula_MI_data_1444.csv,Left
MI CSV\cellula_MI_data_1445.csv,Right
MI CSV\cellula_MI_data_1446.csv,Left
MI CSV\cellula_MI_data_1447.csv,Right
MI CSV\cellula_MI_data_1448.csv,Right
MI CSV\cellula_MI_data_1449.csv,Left
MI CSV\cellula_MI_data_1450.csv,Right
MI CSV\cellula_MI_data_1451.csv,Left
MI CSV\cellula_MI_data_1452.csv,Left
MI CSV\cellula_MI_data_1453.csv,Left
MI CSV\cellula_MI_data_1454.csv,Right
MI CSV\cellula_MI_data_1455.csv,Right
MI CSV\cellula_MI_data_1456.csv,Right
MI CSV\cellula_MI_data_1457.csv,Left
MI CSV\cellula_MI_data_1458.csv,Left
MI CSV\cellula_MI_data_1459.csv,Right
MI CSV\cellula_MI_data_1460.csv,Left
MI CSV\cellula_MI_data_1461.csv,Right
MI CSV\cellula_MI_data_1462.csv,Right
MI CSV\cellula_MI_data_1463.csv,Right
MI CSV\cellula_MI_data_1464.csv,Right
MI CSV\cellula_MI_data_1465.csv,Right
MI CSV\cellula_MI_data_1466.csv,Right
MI CSV\cellula_MI_data_1467.csv,Right
MI CSV\cellula_MI_data_1468.csv,Right
MI CSV\cellula_MI_data_1469.csv,Left
MI CSV\cellula_MI_data_1470.csv,Left
MI CSV\cellula_MI_data_1471.csv,Right
MI CSV\cellula_MI_data_1472.csv,Left
MI CSV\cellula_MI_data_1473.csv,Right
MI CSV\cellula_MI_data_1474.csv,Left
MI CSV\cellula_MI_data_1475.csv,Right
MI CSV\cellula_MI_data_1476.csv,Left
MI CSV\cellula_MI_data_1477.csv,Right
MI CSV\cellula_MI_data_1478.csv,Left
MI CSV\cellula_MI_data_1479.csv,Left
MI CSV\cellula_MI_data_1480.csv,Right
MI CSV\cellula_MI_data_1481.csv,Left
MI CSV\cellula_MI_data_1482.csv,Right
MI CSV\cellula_MI_data_1483.csv,Right
MI CSV\cellula_MI_data_1484.csv,Right
MI CSV\cellula_MI_data_1485.csv,Right
MI CSV\cellula_MI_data_1486.csv,Left
MI CSV\cellula_MI_data_1487.csv,Right
MI CSV\cellula_MI_data_1488.csv,Right
MI CSV\cellula_MI_data_1489.csv,Left
MI CSV\cellula_MI_data_1490.csv,Right
MI CSV\cellula_MI_data_1491.csv,Left
MI CSV\cellula_MI_data_1492.csv,Right
MI CSV\cellula_MI_data_1493.csv,Left
MI CSV\cellula_MI_data_1494.csv,Right
MI CSV\cellula_MI_data_1495.csv,Right
MI CSV\cellula_MI_data_1496.csv,Left
MI CSV\cellula_MI_data_1497.csv,Left
MI CSV\cellula_MI_data_1498.csv,Left
MI CSV\cellula_MI_data_1499.csv,Left
MI CSV\cellula_MI_data_1500.csv,Left
MI CSV\cellula_MI_data_1501.csv,Left
MI CSV\cellula_MI_data_1502.csv,Right
MI CSV\cellula_MI_data_1503.csv,Right
MI CSV\cellula_MI_data_1504.csv,Left
MI CSV\cellula_MI_data_1505.csv,Left
MI CSV\cellula_MI_data_1506.csv,Left
MI CSV\cellula_MI_data_1507.csv,Right
MI CSV\cellula_MI_data_1508.csv,Left
MI CSV\cellula_MI_data_1509.csv,Right
MI CSV\cellula_MI_data_1510.csv,Right
MI CSV\cellula_MI_data_1511.csv,Right
MI CSV\cellula_MI_data_1512.csv,Right
MI CSV\cellula_MI_data_1513.csv,Left
MI CSV\cellula_MI_data_1514.csv,Left
MI CSV\cellula_MI_data_1515.csv,Right
MI CSV\cellula_MI_data_1516.csv,Right
MI CSV\cellula_MI_data_1517.csv,Right
MI CSV\cellula_MI_data_1518.csv,Left
MI CSV\cellula_MI_data_1519.csv,Left
MI CSV\cellula_MI_data_1520.csv,Right
MI CSV\cellula_MI_data_1521.csv,Right
MI CSV\cellula_MI_data_1522.csv,Right
MI CSV\cellula_MI_data_1523.csv,Left
MI CSV\cellula_MI_data_1524.csv,Left
MI CSV\cellula_MI_data_1525.csv,Right
MI CSV\cellula_MI_data_1526.csv,Left
MI CSV\cellula_MI_data_1527.csv,Right
MI CSV\cellula_MI_data_1528.csv,Left
MI CSV\cellula_MI_data_1529.csv,Right
MI CSV\cellula_MI_data_1530.csv,Left
MI CSV\cellula_MI_data_1531.csv,Left
MI CSV\cellula_MI_data_1532.csv,Left
MI CSV\cellula_MI_data_1533.csv,Left
MI CSV\cellula_MI_data_1534.csv,Right
MI CSV\cellula_MI_data_1535.csv,Left
MI CSV\cellula_MI_data_1536.csv,Right
MI CSV\cellula_MI_data_1537.csv,Left
MI CSV\cellula_MI_data_1538.csv,Right
MI CSV\cellula_MI_data_1539.csv,Left
MI CSV\cellula_MI_data_1540.csv,Right
MI CSV\cellula_MI_data_1541.csv,Left
MI CSV\cellula_MI_data_1542.csv,Right
MI CSV\cellula_MI_data_1543.csv,Right
MI CSV\cellula_MI_data_1544.csv,Left
MI CSV\cellula_MI_data_1545.csv,Right
MI CSV\cellula_MI_data_1546.csv,Left
MI CSV\cellula_MI_data_1547.csv,Left
MI CSV\cellula_MI_data_1548.csv,Right
MI CSV\cellula_MI_data_1549.csv,Left
MI CSV\cellula_MI_data_1550.csv,Right
MI CSV\cellula_MI_data_1551.csv,Right
MI CSV\cellula_MI_data_1552.csv,Left
MI CSV\cellula_MI_data_1553.csv,Left
MI CSV\cellula_MI_data_1554.csv,Left
MI CSV\cellula_MI_data_1555.csv,Right
MI CSV\cellula_MI_data_1556.csv,Right
MI CSV\cellula_MI_data_1557.csv,Left
MI CSV\cellula_MI_data_1558.csv,Left
MI CSV\cellula_MI_data_1559.csv,Left
MI CSV\cellula_MI_data_1560.csv,Left
MI CSV\cellula_MI_data_1561.csv,Right
MI CSV\cellula_MI_data_1562.csv,Right
MI CSV\cellula_MI_data_1563.csv,Right
MI CSV\cellula_MI_data_1564.csv,Left
MI CSV\cellula_MI_data_1565.csv,Right
MI CSV\cellula_MI_data_1566.csv,Left
MI CSV\cellula_MI_data_1567.csv,Right
MI CSV\cellula_MI_data_1568.csv,Left
MI CSV\cellula_MI_data_1569.csv,Left
MI CSV\cellula_MI_data_1570.csv,Left
MI CSV\cellula_MI_data_1571.csv,Left
MI CSV\cellula_MI_data_1572.csv,Left
MI CSV\cellula_MI_data_1573.csv,Right
MI CSV\cellula_MI_data_1574.csv,Right
MI CSV\cellula_MI_data_1575.csv,Left
MI CSV\cellula_MI_data_1576.csv,Right
MI CSV\cellula_MI_data_1577.csv,Left
MI CSV\cellula_MI_data_1578.csv,Left
MI CSV\cellula_MI_data_1579.csv,Right
MI CSV\cellula_MI_data_1580.csv,Right
MI CSV\cellula_MI_data_1581.csv,Left
MI CSV\cellula_MI_data_1582.csv,Right
MI CSV\cellula_MI_data_1583.csv,Left
MI CSV\cellula_MI_data_1584.csv,Right
MI CSV\cellula_MI_data_1585.csv,Left
MI CSV\cellula_MI_data_1586.csv,Left
MI CSV\cellula_MI_data_1587.csv,Left
MI CSV\cellula_MI_data_1588.csv,Right
MI CSV\cellula_MI_data_1589.csv,Left
MI CSV\cellula_MI_data_1590.csv,Right
MI CSV\cellula_MI_data_1591.csv,Left
MI CSV\cellula_MI_data_1592.csv,Right
MI CSV\cellula_MI_data_1593.csv,Right
MI CSV\cellula_MI_data_1594.csv,Right
MI CSV\cellula_MI_data_1595.csv,Left
MI CSV\cellula_MI_data_1596.csv,Left
MI CSV\cellula_MI_data_1597.csv,Left
MI CSV\cellula_MI_data_1598.csv,Left
MI CSV\cellula_MI_data_1599.csv,Left
MI CSV\cellula_MI_data_1600.csv,Right
MI CSV\cellula_MI_data_1601.csv,Left
MI CSV\cellula_MI_data_1602.csv,Left
MI CSV\cellula_MI_data_1603.csv,Left
MI CSV\cellula_MI_data_1604.csv,Right
MI CSV\cellula_MI_data_1605.csv,Right
MI CSV\cellula_MI_data_1606.csv,Right
MI CSV\cellula_MI_data_1607.csv,Left
MI CSV\cellula_MI_data_1608.csv,Right
MI CSV\cellula_MI_data_1609.csv,Left
MI CSV\cellula_MI_data_1610.csv,Right
MI CSV\cellula_MI_data_1611.csv,Left
MI CSV\cellula_MI_data_1612.csv,Left
MI CSV\cellula_MI_data_1613.csv,Right
MI CSV\cellula_MI_data_1614.csv,Right
MI CSV\cellula_MI_data_1615.csv,Left
MI CSV\cellula_MI_data_1616.csv,Left
MI CSV\cellula_MI_data_1617.csv,Right
MI CSV\cellula_MI_data_1618.csv,Left
MI CSV\cellula_MI_data_1619.csv,Right
MI CSV\cellula_MI_data_1620.csv,Right
MI CSV\cellula_MI_data_1621.csv,Left
MI CSV\cellula_MI_data_1622.csv,Left
MI CSV\cellula_MI_data_1623.csv,Right
MI CSV\cellula_MI_data_1624.csv,Left
MI CSV\cellula_MI_data_1625.csv,Right
MI CSV\cellula_MI_data_1626.csv,Right
MI CSV\cellula_MI_data_1627.csv,Left
MI CSV\cellula_MI_data_1628.csv,Left
MI CSV\cellula_MI_data_1629.csv,Right
MI CSV\cellula_MI_data_1630.csv,Left
MI CSV\cellula_MI_data_1631.csv,Left
MI CSV\cellula_MI_data_1632.csv,Left
MI CSV\cellula_MI_data_1633.csv,Left
MI CSV\cellula_MI_data_1634.csv,Left
MI CSV\cellula_MI_data_1635.csv,Left
MI CSV\cellula_MI_data_1636.csv,Right
MI CSV\cellula_MI_data_1637.csv,Left
MI CSV\cellula_MI_data_1638.csv,Left
MI CSV\cellula_MI_data_1639.csv,Left
MI CSV\cellula_MI_data_1640.csv,Right
MI CSV\cellula_MI_data_1641.csv,Right
MI CSV\cellula_MI_data_1642.csv,Left
MI CSV\cellula_MI_data_1643.csv,Left
MI CSV\cellula_MI_data_1644.csv,Left
MI CSV\cellula_MI_data_1645.csv,Right
MI CSV\cellula_MI_data_1646.csv,Left
MI CSV\cellula_MI_data_1647.csv,Right
MI CSV\cellula_MI_data_1648.csv,Left
MI CSV\cellula_MI_data_1649.csv,Left
MI CSV\cellula_MI_data_1650.csv,Left
MI CSV\cellula_MI_data_1651.csv,Left
MI CSV\cellula_MI_data_1652.csv,Right
MI CSV\cellula_MI_data_1653.csv,Right
MI CSV\cellula_MI_data_1654.csv,Left
MI CSV\cellula_MI_data_1655.csv,Left
MI CSV\cellula_MI_data_1656.csv,Left
MI CSV\cellula_MI_data_1657.csv,Left
MI CSV\cellula_MI_data_1658.csv,Left
MI CSV\cellula_MI_data_1659.csv,Left
MI CSV\cellula_MI_data_1660.csv,Right
MI CSV\cellula_MI_data_1661.csv,Right
MI CSV\cellula_MI_data_1662.csv,Left
MI CSV\cellula_MI_data_1663.csv,Left
MI CSV\cellula_MI_data_1664.csv,Right
MI CSV\cellula_MI_data_1665.csv,Left
MI CSV\cellula_MI_data_1666.csv,Left
MI CSV\cellula_MI_data_1667.csv,Left
MI CSV\cellula_MI_data_1668.csv,Left
MI CSV\cellula_MI_data_1669.csv,Right
MI CSV\cellula_MI_data_1670.csv,Right
MI CSV\cellula_MI_data_1671.csv,Right
MI CSV\cellula_MI_data_1672.csv,Left
MI CSV\cellula_MI_data_1673.csv,Left
MI CSV\cellula_MI_data_1674.csv,Right
MI CSV\cellula_MI_data_1675.csv,Left
MI CSV\cellula_MI_data_1676.csv,Left
MI CSV\cellula_MI_data_1677.csv,Left
MI CSV\cellula_MI_data_1678.csv,Right
MI CSV\cellula_MI_data_1679.csv,Left
MI CSV\cellula_MI_data_1680.csv,Right
MI CSV\cellula_MI_data_1681.csv,Right
MI CSV\cellula_MI_data_1682.csv,Right
MI CSV\cellula_MI_data_1683.csv,Right
MI CSV\cellula_MI_data_1684.csv,Right
MI CSV\cellula_MI_data_1685.csv,Right
MI CSV\cellula_MI_data_1686.csv,Left
MI CSV\cellula_MI_data_1687.csv,Right
MI CSV\cellula_MI_data_1688.csv,Left
MI CSV\cellula_MI_data_1689.csv,Right
MI CSV\cellula_MI_data_1690.csv,Right
MI CSV\cellula_MI_data_1691.csv,Right
MI CSV\cellula_MI_data_1692.csv,Right
MI CSV\cellula_MI_data_1693.csv,Right
MI CSV\cellula_MI_data_1694.csv,Right
MI CSV\cellula_MI_data_1695.csv,Left
MI CSV\cellula_MI_data_1696.csv,Right
MI CSV\cellula_MI_data_1697.csv,Left
MI CSV\cellula_MI_data_1698.csv,Right
MI CSV\cellula_MI_data_1699.csv,Right
MI CSV\cellula_MI_data_1700.csv,Right
MI CSV\cellula_MI_data_1701.csv,Left
MI CSV\cellula_MI_data_1702.csv,Left
MI CSV\cellula_MI_data_1703.csv,Left
MI CSV\cellula_MI_data_1704.csv,Left
MI CSV\cellula_MI_data_1705.csv,Right
MI CSV\cellula_MI_data_1706.csv,Right
MI CSV\cellula_MI_data_1707.csv,Left
MI CSV\cellula_MI_data_1708.csv,Left
MI CSV\cellula_MI_data_1709.csv,Right
MI CSV\cellula_MI_data_1710.csv,Right
MI CSV\cellula_MI_data_1711.csv,Left
MI CSV\cellula_MI_data_1712.csv,Right
MI CSV\cellula_MI_data_1713.csv,Right
MI CSV\cellula_MI_data_1714.csv,Right
MI CSV\cellula_MI_data_1715.csv,Left
MI CSV\cellula_MI_data_1716.csv,Right
MI CSV\cellula_MI_data_1717.csv,Right
MI CSV\cellula_MI_data_1718.csv,Right
MI CSV\cellula_MI_data_1719.csv,Right
MI CSV\cellula_MI_data_1720.csv,Left
MI CSV\cellula_MI_data_1721.csv,Left
MI CSV\cellula_MI_data_1722.csv,Right
MI CSV\cellula_MI_data_1723.csv,Right
MI CSV\cellula_MI_data_1724.csv,Left
MI CSV\cellula_MI_data_1725.csv,Right
MI CSV\cellula_MI_data_1726.csv,Left
MI CSV\cellula_MI_data_1727.csv,Left
MI CSV\cellula_MI_data_1728.csv,Left
MI CSV\cellula_MI_data_1729.csv,Right
MI CSV\cellula_MI_data_1730.csv,Left
MI CSV\cellula_MI_data_1731.csv,Left
MI CSV\cellula_MI_data_1732.csv,Left
MI CSV\cellula_MI_data_1733.csv,Right
MI CSV\cellula_MI_data_1734.csv,Left
MI CSV\cellula_MI_data_1735.csv,Right
MI CSV\cellula_MI_data_1736.csv,Left
MI CSV\cellula_MI_data_1737.csv,Right
MI CSV\cellula_MI_data_1738.csv,Left
MI CSV\cellula_MI_data_1739.csv,Left
MI CSV\cellula_MI_data_1740.csv,Left
MI CSV\cellula_MI_data_1741.csv,Left
MI CSV\cellula_MI_data_1742.csv,Left
MI CSV\cellula_MI_data_1743.csv,Right
MI CSV\cellula_MI_data_1744.csv,Left
MI CSV\cellula_MI_data_1745.csv,Left
MI CSV\cellula_MI_data_1746.csv,Left
MI CSV\cellula_MI_data_1747.csv,Left
MI CSV\cellula_MI_data_1748.csv,Right
MI CSV\cellula_MI_data_1749.csv,Left
MI CSV\cellula_MI_data_1750.csv,Right
MI CSV\cellula_MI_data_1751.csv,Left
MI CSV\cellula_MI_data_1752.csv,Left
MI CSV\cellula_MI_data_1753.csv,Right
MI CSV\cellula_MI_data_1754.csv,Left
MI CSV\cellula_MI_data_1755.csv,Left
MI CSV\cellula_MI_data_1756.csv,Right
MI CSV\cellula_MI_data_1757.csv,Left
MI CSV\cellula_MI_data_1758.csv,Right
MI CSV\cellula_MI_data_1759.csv,Left
MI CSV\cellula_MI_data_1760.csv,Right
MI CSV\cellula_MI_data_1761.csv,Left
MI CSV\cellula_MI_data_1762.csv,Right
MI CSV\cellula_MI_data_1763.csv,Left
MI CSV\cellula_MI_data_1764.csv,Left
MI CSV\cellula_MI_data_1765.csv,Right
MI CSV\cellula_MI_data_1766.csv,Left
MI CSV\cellula_MI_data_1767.csv,Right
MI CSV\cellula_MI_data_1768.csv,Left
MI CSV\cellula_MI_data_1769.csv,Right
MI CSV\cellula_MI_data_1770.csv,Left
MI CSV\cellula_MI_data_1771.csv,Left
MI CSV\cellula_MI_data_1772.csv,Right
MI CSV\cellula_MI_data_1773.csv,Left
MI CSV\cellula_MI_data_1774.csv,Right
MI CSV\cellula_MI_data_1775.csv,Left
MI CSV\cellula_MI_data_1776.csv,Right
MI CSV\cellula_MI_data_1777.csv,Left
MI CSV\cellula_MI_data_1778.csv,Left
MI CSV\cellula_MI_data_1779.csv,Left
MI CSV\cellula_MI_data_1780.csv,Left
MI CSV\cellula_MI_data_1781.csv,Left
MI CSV\cellula_MI_data_1782.csv,Right
MI CSV\cellula_MI_data_1783.csv,Right
MI CSV\cellula_MI_data_1784.csv,Left
MI CSV\cellula_MI_data_1785.csv,Right
MI CSV\cellula_MI_data_1786.csv,Left
MI CSV\cellula_MI_data_1787.csv,Right
MI CSV\cellula_MI_data_1788.csv,Left
MI CSV\cellula_MI_data_1789.csv,Left
MI CSV\cellula_MI_data_1790.csv,Right
